Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
32233146,23.2,39,1008.9,FALSE,27,37,0.6
32293145,23.2,38,1008.9,FALSE,27,261,1.2
32353144,23.1,39,1008.9,FALSE,26.9,77,0.8
32413143,23.2,39,1009,FALSE,26.9,0,0.6
32473143,23.1,39,1008.9,FALSE,26.9,82,1.2
32533142,23.1,38,1008.9,FALSE,26.8,348,1.3
32593141,23.1,38,1008.9,FALSE,26.8,130,0.8
32653141,23.2,38,1008.9,FALSE,26.8,309,0.6
32713140,23.1,38,1008.9,FALSE,26.7,320,0.8
32773139,23.1,38,1008.9,FALSE,26.7,23,0.8
32833139,23.1,38,1008.9,FALSE,26.6,48,0.5
32893138,23.1,38,1009,FALSE,26.6,333,0
32953137,23.1,38,1009,FALSE,26.6,94,0.4
33013137,23,39,1009,FALSE,26.6,22,0.6
33073151,23,39,1009,FALSE,26.5,0,1
33133151,23,39,1009,FALSE,26.5,306,0.4
33193134,23,39,1009,FALSE,26.4,261,0.8
33253134,23,38,1009,FALSE,26.5,318,0.5
33313133,23.1,38,1009,FALSE,26.4,121,0.6
33373132,23.1,37,1009,FALSE,26.4,327,0.5
33433132,23.1,37,1009,FALSE,26.4,334,1.2
33493178,23.2,37,1009,FALSE,26.4,76,0.6
33553146,23.2,36,1009,FALSE,26.5,80,0.6
33613145,23.2,36,1009,FALSE,26.5,237,0.6
33673129,23.3,36,1008.9,FALSE,26.5,0,0.5
33733144,23.3,36,1009,FALSE,26.5,310,0
33793143,23.3,36,1009,FALSE,26.5,299,0.6
33853142,23.4,36,1009,FALSE,26.5,290,0.8
33913142,23.3,35,1009,FALSE,26.4,304,0.4
33973141,23.4,35,1009,FALSE,26.4,348,0.8
34033140,23.4,35,1009,FALSE,26.4,311,0.6
34093140,23.4,35,1009,FALSE,26.3,92,0.6
34153139,23.4,34,1009,FALSE,26.3,65,0.8
34213138,23.4,34,1009,FALSE,26.3,320,0.8
34273153,23.3,34,1009,FALSE,26.3,0,1.3
34333137,23.4,34,1009,FALSE,26.2,323,0.6
34393136,23.3,34,1009,FALSE,26.2,336,1
34453136,23.4,34,1009,FALSE,26.2,256,1.1
34513135,23.4,34,1009,FALSE,26.2,139,0.6
34573134,23.4,34,1009,FALSE,26.2,294,0.6
34633134,23.4,35,1009,FALSE,26.1,334,1.2
34693133,23.4,35,1009,FALSE,26.1,331,0.8
34753148,23.4,35,1009,FALSE,26,324,1.2
34813147,23.4,35,1009,FALSE,26.1,3,1
34873146,23.5,34,1009,FALSE,26,354,1.1
34933130,23.4,35,1009,FALSE,26,319,0.6
35053135,23.4,36,1009,FALSE,25.9,330,0.8
35113134,23.4,36,1009,FALSE,25.9,330,1.1
35173148,23.4,36,1009,FALSE,25.9,302,0.6
35233132,23.3,37,1009,FALSE,25.8,326,1.5
35293146,23.2,38,1009,FALSE,25.8,121,1
