Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
3799810,77,91443,11,4,NA,NA,29235,39327,22881,3737602,3776929,3799810,240,268,280,318,TRUE,SOFT,6,NA,3708367,Alfa Romeo,BOT,1,TRUE,1677944809364
3928478,77,128668,12,4,NA,3924402,39353,53270,36045,3839163,3892433,3928478,184,164,NA,148,FALSE,SOFT,7,NA,3799810,Alfa Romeo,BOT,1,FALSE,1677944900807
1736348,24,NA,1,1,1624162,NA,NA,46089,30392,NA,1705989,1736348,213,235,285,142,FALSE,SOFT,NA,TRUE,1624162,Alfa Romeo,ZHO,1,FALSE,1677942725159
1828295,24,91947,2,1,NA,NA,29442,39459,23046,1765790,1805249,1828295,239,269,285,316,FALSE,SOFT,NA,TRUE,1736348,Alfa Romeo,ZHO,1,TRUE,1677942837345
1952051,24,123756,3,2,NA,1950219,43293,51314,29149,1871588,1922902,1952051,155,215,NA,103,FALSE,SOFT,NA,TRUE,1828295,Alfa Romeo,ZHO,1,FALSE,1677942929292
2337657,24,NA,4,2,2211354,NA,NA,50646,41428,NA,2296306,2337837,149,198,285,190,FALSE,SOFT,2,TRUE,1952051,Alfa Romeo,ZHO,1,FALSE,1677943053048
2429272,24,91615,5,2,NA,NA,29212,39338,23065,2366869,2406207,2429272,239,269,286,317,FALSE,SOFT,3,TRUE,2337657,Alfa Romeo,ZHO,1,TRUE,1677943438654
2555778,24,126506,6,3,NA,2553926,38205,52263,36038,2467477,2519740,2555778,167,175,NA,237,FALSE,SOFT,1,TRUE,2429272,Alfa Romeo,ZHO,1,FALSE,1677943530269
3170126,24,NA,7,3,3039511,NA,NA,53574,39315,NA,3130869,3170150,173,128,284,147,FALSE,SOFT,5,FALSE,2555778,Alfa Romeo,ZHO,1,FALSE,1677943656775
3262359,24,92233,8,3,NA,NA,29565,39622,23046,3199691,3239313,3262359,240,268,286,316,FALSE,SOFT,6,FALSE,3170126,Alfa Romeo,ZHO,1,TRUE,1677944271123
3374991,24,112632,9,4,NA,3372990,34607,46680,31345,3296966,3343646,3374991,212,203,NA,263,FALSE,SOFT,4,FALSE,3262359,Alfa Romeo,ZHO,1,FALSE,1677944363356
3699040,24,NA,10,4,3573549,NA,NA,52932,35858,NA,3663266,3699249,187,118,286,150,FALSE,SOFT,2,TRUE,3374991,Alfa Romeo,ZHO,1,FALSE,1677944475988
3790513,24,91473,11,4,NA,NA,29041,39427,23005,3728081,3767508,3790513,240,267,286,318,TRUE,SOFT,3,TRUE,3699040,Alfa Romeo,ZHO,1,TRUE,1677944800037
3917435,24,126922,12,4,NA,3915542,37256,51524,38142,3827769,3879293,3917435,185,188,NA,260,FALSE,SOFT,4,TRUE,3790513,Alfa Romeo,ZHO,1,FALSE,1677944891510
1022095,22,NA,1,1,902988,NA,NA,52812,25206,NA,996892,1022095,139,198,286,134,FALSE,SOFT,NA,TRUE,902988,AlphaTauri,TSU,1,FALSE,1677942003985
1114227,22,92132,2,1,NA,NA,29548,39539,23045,1051643,1091182,1114227,239,269,285,312,FALSE,SOFT,NA,TRUE,1022095,AlphaTauri,TSU,1,TRUE,1677942123092
1670755,22,NA,3,2,NA,1234216,32907,NA,NA,1147186,NA,NA,215,NA,NA,299,FALSE,SOFT,NA,TRUE,1114227,AlphaTauri,TSU,5,FALSE,1677942215224
1790785,22,NA,4,2,1670755,NA,NA,56362,26576,NA,1764238,1790956,163,151,286,146,FALSE,SOFT,2,TRUE,1670755,AlphaTauri,TSU,1,FALSE,1677942771752
1882532,22,91747,5,2,NA,NA,29361,39391,22995,1820146,1859537,1882532,240,270,285,315,FALSE,SOFT,3,TRUE,1790785,AlphaTauri,TSU,1,TRUE,1677942891782
1991650,22,109118,6,3,NA,1989905,32905,45531,30682,1915437,1960968,1991650,213,194,NA,298,FALSE,SOFT,1,TRUE,1882532,AlphaTauri,TSU,1,FALSE,1677942983529
2315249,22,NA,7,3,2194355,NA,NA,55045,24912,NA,2290337,2315415,146,203,287,116,FALSE,SOFT,NA,TRUE,1991650,AlphaTauri,TSU,1,FALSE,1677943092647
2406649,22,91400,8,3,NA,NA,29242,39229,22929,2344491,2383720,2406649,239,270,290,316,FALSE,SOFT,NA,TRUE,2315249,AlphaTauri,TSU,1,TRUE,1677943416246
2541406,22,134757,9,4,NA,2539599,50942,47548,36267,2457591,2505139,2541406,187,206,NA,100,FALSE,SOFT,NA,TRUE,2406649,AlphaTauri,TSU,1,FALSE,1677943507646
3192629,22,NA,10,4,3062730,NA,NA,57434,30452,NA,3162228,3192634,142,147,285,132,FALSE,SOFT,5,FALSE,2541406,AlphaTauri,TSU,1,FALSE,1677943642403
3285349,22,92720,11,4,NA,NA,29661,39899,23160,3222290,3262189,3285349,238,268,285,316,FALSE,SOFT,6,FALSE,3192629,AlphaTauri,TSU,1,TRUE,1677944293626
3397214,22,111865,12,5,NA,3395396,33797,48484,29584,3319146,3367630,3397214,174,210,NA,295,FALSE,SOFT,4,FALSE,3285349,AlphaTauri,TSU,1,FALSE,1677944386346
3703817,22,NA,13,5,3575049,NA,NA,48612,39176,NA,3664688,3703999,171,221,288,121,FALSE,SOFT,5,FALSE,3397214,AlphaTauri,TSU,1,FALSE,1677944498211
3796327,22,92510,14,5,NA,NA,29540,39859,23111,3733357,3773216,3796327,238,268,287,320,TRUE,SOFT,6,FALSE,3703817,AlphaTauri,TSU,1,TRUE,1677944804814
3922311,22,125984,15,5,NA,3920527,36977,53895,35112,3833304,3887199,3922311,158,163,NA,268,FALSE,SOFT,7,FALSE,3796327,AlphaTauri,TSU,1,FALSE,1677944897324
1731361,23,NA,1,1,1622599,NA,NA,46536,25880,NA,1705489,1731379,214,226,291,172,FALSE,SOFT,1,TRUE,1622599,Williams,ALB,1,FALSE,1677942723596
1823455,23,92094,2,1,NA,NA,29384,39714,22996,1760745,1800459,1823455,240,274,289,323,FALSE,SOFT,2,TRUE,1731361,Williams,ALB,1,TRUE,1677942832358
1939779,23,116324,3,2,NA,1936266,40979,44244,31101,1864434,1908678,1939779,100,255,NA,183,FALSE,SOFT,1,TRUE,1823455,Williams,ALB,1,FALSE,1677942924452
2305106,23,NA,4,2,2190339,NA,NA,52697,27865,NA,2277291,2305306,223,207,290,178,FALSE,SOFT,2,TRUE,1939779,Williams,ALB,1,FALSE,1677943040776
2396567,23,91461,5,2,NA,NA,29250,39224,22987,2334356,2373580,2396567,241,274,291,322,TRUE,SOFT,3,TRUE,2305106,Williams,ALB,1,TRUE,1677943406103
2516968,23,120401,6,3,NA,2515146,39595,51641,29165,2436162,2487803,2516968,185,229,NA,129,FALSE,SOFT,1,TRUE,2396567,Williams,ALB,1,FALSE,1677943497564
3479737,23,NA,7,3,3364474,NA,NA,52245,27827,NA,3451910,3479941,217,172,291,194,FALSE,SOFT,2,TRUE,2516968,Williams,ALB,1,FALSE,1677943617965
3605271,23,125534,8,3,NA,3603455,30014,59600,35920,3509751,3569351,3605271,227,159,NA,322,FALSE,SOFT,3,TRUE,3479737,Williams,ALB,1,FALSE,1677944580734
1846980,2,NA,1,1,1711504,NA,NA,53454,36631,NA,1810362,1847002,198,140,288,76,FALSE,SOFT,1,TRUE,1711504,Williams,SAR,1,FALSE,1677942812501
1939653,2,92673,2,1,NA,NA,29940,39580,23153,1876920,1916500,1939653,239,271,281,322,FALSE,SOFT,2,TRUE,1846980,Williams,SAR,1,TRUE,1677942947977
2046590,2,106937,3,2,NA,2044701,31774,44513,30650,1971427,2015940,2046590,223,217,NA,303,FALSE,SOFT,1,TRUE,1939653,Williams,SAR,1,FALSE,1677943040650
2400715,2,NA,4,2,2262369,NA,NA,52153,49365,NA,2351414,2400898,180,186,288,132,FALSE,SOFT,2,TRUE,2046590,Williams,SAR,1,FALSE,1677943147587
2492367,2,91652,5,2,NA,NA,29352,39343,22957,2430067,2469410,2492367,241,271,285,322,TRUE,SOFT,3,TRUE,2400715,Williams,SAR,1,TRUE,1677943501712
2617776,2,125409,6,2,NA,2616019,38206,55118,32085,2530573,2585691,2617776,175,168,NA,302,FALSE,SOFT,4,TRUE,2492367,Williams,SAR,1,FALSE,1677943593364
1748503,20,NA,1,1,1627428,NA,NA,49064,35561,NA,1712942,1748551,193,214,285,117,FALSE,SOFT,1,TRUE,1627428,Haas F1 Team,MAG,1,FALSE,1677942728425
1840573,20,92070,2,1,NA,NA,29414,39561,23095,1777917,1817478,1840573,240,270,286,316,FALSE,SOFT,2,TRUE,1748503,Haas F1 Team,MAG,1,TRUE,1677942849500
1959039,20,118466,3,2,NA,1957234,43404,44688,30374,1883977,1928665,1959039,217,223,NA,183,FALSE,SOFT,1,TRUE,1840573,Haas F1 Team,MAG,1,FALSE,1677942941570
2328198,20,NA,4,2,2206292,NA,NA,53516,33491,NA,2294728,2328352,174,198,286,NA,FALSE,SOFT,2,TRUE,1959039,Haas F1 Team,MAG,1,FALSE,1677943060036
2420090,20,91892,5,2,NA,NA,29428,39369,23095,2357626,2396995,2420090,240,271,289,317,TRUE,SOFT,3,TRUE,2328198,Haas F1 Team,MAG,1,TRUE,1677943429195
2529516,20,109426,6,2,NA,2527708,33971,46898,28557,2454061,2500959,2529516,206,205,NA,306,FALSE,SOFT,4,TRUE,2420090,Haas F1 Team,MAG,1,FALSE,1677943521087
1696442,81,NA,1,2,1174608,1326870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,SOFT,1,TRUE,1174608,McLaren,PIA,5,FALSE,1677942275605
1830133,81,NA,2,2,1696442,NA,NA,48696,38067,NA,1792112,1830174,178,192,284,76,FALSE,SOFT,3,FALSE,1696442,McLaren,PIA,1,FALSE,1677942797439
1922766,81,92633,3,2,NA,NA,29815,39653,23165,1859948,1899601,1922766,238,268,285,316,FALSE,SOFT,4,FALSE,1830133,McLaren,PIA,1,TRUE,1677942931130
2036771,81,114005,4,3,NA,2034967,35399,49023,29583,1958165,2007188,2036771,199,208,NA,261,FALSE,SOFT,2,FALSE,1922766,McLaren,PIA,1,FALSE,1677943023763
2378178,81,NA,5,3,2230714,NA,NA,51086,49679,NA,2328540,2378367,197,108,285,74,FALSE,SOFT,2,TRUE,2036771,McLaren,PIA,1,FALSE,1677943137768
2470279,81,92101,6,3,NA,NA,29561,39454,23086,2407739,2447193,2470279,241,268,285,316,TRUE,SOFT,3,TRUE,2378178,McLaren,PIA,1,TRUE,1677943479175
2592405,81,122126,7,3,NA,2589285,38314,49786,34026,2508593,2558379,2592405,204,207,NA,228,FALSE,SOFT,4,TRUE,2470279,McLaren,PIA,1,FALSE,1677943571276
1027020,21,NA,1,1,904925,NA,NA,55481,25847,NA,1001173,1027032,166,194,285,162,FALSE,SOFT,1,TRUE,904925,AlphaTauri,DEV,1,FALSE,1677942005922
1119869,21,92849,2,1,NA,NA,29558,40170,23121,1056578,1096748,1119869,239,269,285,313,FALSE,SOFT,2,TRUE,1027020,AlphaTauri,DEV,1,TRUE,1677942128017
1674442,21,NA,3,2,NA,1241013,32668,NA,NA,1152655,NA,NA,216,NA,NA,297,FALSE,SOFT,1,TRUE,1119869,AlphaTauri,DEV,5,FALSE,1677942220866
1794508,21,NA,4,2,1674442,NA,NA,56366,27614,NA,1766894,1794675,175,187,285,187,FALSE,SOFT,2,TRUE,1674442,AlphaTauri,DEV,1,FALSE,1677942775439
1886629,21,92121,5,2,NA,NA,29382,39634,23105,1823890,1863524,1886629,240,270,285,315,TRUE,SOFT,3,TRUE,1794508,AlphaTauri,DEV,1,TRUE,1677942895505
1995393,21,108764,6,3,NA,1993546,33895,45174,29695,1920524,1965698,1995393,216,239,NA,176,FALSE,SOFT,1,TRUE,1886629,AlphaTauri,DEV,1,FALSE,1677942987626
2332266,21,NA,7,3,2208933,NA,NA,52598,36042,NA,2296290,2332399,171,223,286,NA,FALSE,SOFT,2,TRUE,1995393,AlphaTauri,DEV,1,FALSE,1677943096390
2424545,21,92279,8,3,NA,NA,29514,39699,23066,2361780,2401479,2424545,239,270,285,316,FALSE,SOFT,3,TRUE,2332266,AlphaTauri,DEV,1,TRUE,1677943433263
2545155,21,120610,9,3,NA,2543333,39367,50144,31099,2463912,2514056,2545155,179,216,NA,260,FALSE,SOFT,4,TRUE,2424545,AlphaTauri,DEV,1,FALSE,1677943525542
1841688,10,NA,1,1,1709629,NA,NA,52690,34617,NA,1807143,1841689,205,217,289,64,FALSE,SOFT,1,TRUE,1709629,Alpine,GAS,1,FALSE,1677942810626
1933869,10,92181,2,1,NA,NA,29330,39764,23087,1871018,1910782,1933869,241,269,286,324,TRUE,SOFT,2,TRUE,1841688,Alpine,GAS,1,TRUE,1677942942685
2046375,10,112506,3,2,NA,2043170,33458,47084,31964,1967327,2014411,2046375,209,210,NA,300,FALSE,SOFT,1,TRUE,1933869,Alpine,GAS,1,FALSE,1677943034866
2355464,10,NA,4,2,2214776,NA,NA,54291,45228,NA,2310275,2355633,184,196,287,96,FALSE,SOFT,2,TRUE,2046375,Alpine,GAS,1,FALSE,1677943147372
2447282,10,91818,5,2,NA,NA,29247,39412,23159,2384711,2424123,2447282,241,270,285,322,FALSE,SOFT,3,TRUE,2355464,Alpine,GAS,1,TRUE,1677943456461
2561848,10,114566,6,2,NA,2560036,36951,45775,31840,2484233,2530008,2561848,207,218,NA,288,FALSE,SOFT,4,TRUE,2447282,Alpine,GAS,1,FALSE,1677943548279
